Broad_Nationality_encoded,Stay_Category_encoded,Spend_Category_encoded,accom_type,London_or_out,Flow,Age,DayOfWeek,TripStartDay,Broad_Purpose_encoded,Business or Work,Education and Other,Holiday,VFF
UK,4-13 days,1000-5000 GBP,0,0,1.0,5,1,1,VFF,0.0,0.0,0.15,0.85
EU,1-3 days,1000-5000 GBP,1,0,1.0,5,3,2,Business or Work,0.5670887445887447,0.00909090909090909,0.37382034632034633,0.05
Asia,14-27 days,1000-5000 GBP,0,1,1.0,2,4,3,Holiday,0.0,0.06666666666666667,0.4,0.5333333333333334
Asia,4-13 days,1000-5000 GBP,0,0,1.0,7,3,7,VFF,0.0,0.15,0.25,0.6
EU,14-27 days,500-1000 GBP,0,0,1.0,5,6,7,Business or Work,0.0,0.0,0.75,0.25
EU,1-3 days,250-500 GBP,1,0,1.0,4,2,1,Holiday,0.0,0.0,0.9225,0.0775
North America,,500-1000 GBP,1,1,1.0,5,7,7,Holiday,0.5,0.0,0.5,0.0
EU,14-27 days,1000-5000 GBP,0,0,5.0,7,5,3,Holiday,0.0,0.0,0.9,0.1
EU,,0-250 GBP,1,0,1.0,5,1,1,VFF,0.1261289587605377,0.0,0.8738710412394625,0.0
Non-EU Europe,4-13 days,500-1000 GBP,1,0,1.0,7,5,3,Business or Work,0.41083333333333333,0.0,0.4891666666666666,0.1
EU,4-13 days,250-500 GBP,2,1,1.0,5,2,6,Holiday,0.0,0.0,0.8208333333333332,0.17916666666666664
"Australia, NZ and Oceania",4-13 days,1000-5000 GBP,0,0,1.0,4,1,6,Business or Work,0.0,0.0,0.225,0.775
EU,1-3 days,250-500 GBP,0,0,1.0,5,2,1,Holiday,0.0,0.0,0.19999999999999998,0.8
EU,4-13 days,1000-5000 GBP,0,1,5.0,7,1,2,Business or Work,0.05,0.0,0.4375,0.5125
EU,1-3 days,250-500 GBP,1,0,1.0,6,1,7,Holiday,0.024347530942902613,0.0,0.7011033002871467,0.27454916876995084
Asia,4-13 days,250-500 GBP,1,0,1.0,4,6,3,Business or Work,1.0,0.0,0.0,0.0
Asia,1-3 months,1000-5000 GBP,0,0,1.0,7,4,4,VFF,0.06666666666666667,0.0,0.05,0.8833333333333334
EU,4-13 days,500-1000 GBP,1,1,5.0,6,3,7,VFF,0.05,0.0,0.95,0.0
Asia,4-13 days,0-250 GBP,0,1,1.0,4,1,5,VFF,0.0,0.0,0.35,0.65
North America,1-3 days,500-1000 GBP,1,1,1.0,6,7,5,Holiday,0.5,0.0,0.5,0.0
EU,4-13 days,more than 5000 GBP,1,0,1.0,5,5,1,Holiday,0.655,0.0,0.29500000000000004,0.05
EU,,250-500 GBP,1,1,1.0,5,7,7,Holiday,0.65,0.0,0.35,0.0
EU,1-3 days,0-250 GBP,0,0,1.0,4,7,5,Holiday,0.0,0.0,0.19837662337662337,0.8016233766233766
EU,,0-250 GBP,0,0,5.0,5,4,4,Business or Work,1.0,0.0,0.0,0.0
North America,1-3 days,500-1000 GBP,0,1,1.0,4,4,3,Holiday,0.2,0.0,0.6,0.2
UK,14-27 days,250-500 GBP,0,0,1.0,6,7,7,VFF,0.0,0.0,0.0,1.0
North America,4-13 days,1000-5000 GBP,2,1,1.0,5,6,3,Holiday,0.55,0.0,0.1,0.35
Non-EU Europe,4-13 days,500-1000 GBP,1,0,1.0,2,2,6,Holiday,0.2,0.05,0.75,0.0
EU,4-13 days,1000-5000 GBP,1,0,1.0,6,5,3,Business or Work,0.4444444444444445,0.0,0.5055555555555555,0.05
North America,4-13 days,0-250 GBP,0,0,1.0,7,7,2,VFF,0.0,0.0,0.0,1.0
Asia,1-3 days,more than 5000 GBP,1,1,1.0,6,3,2,Business or Work,0.7291666666666666,0.0,0.2708333333333333,0.0
EU,1-3 days,500-1000 GBP,1,0,1.0,4,6,5,Holiday,0.99,0.0,0.01,0.0
EU,1-3 days,0-250 GBP,1,1,1.0,5,1,6,VFF,0.0,0.0,0.30500000000000005,0.695
UK,1-3 days,250-500 GBP,1,1,1.0,4,1,7,Holiday,0.15,0.05,0.6,0.2
EU,4-13 days,,0,0,5.0,4,1,4,Holiday,0.45,0.0,0.3,0.25
UK,1-3 days,0-250 GBP,0,0,1.0,6,2,7,VFF,0.0,0.0,0.0,1.0
EU,4-13 days,0-250 GBP,1,1,1.0,6,3,4,Holiday,0.10500000000000001,0.0,0.795,0.1
North America,1-3 days,250-500 GBP,1,1,1.0,7,1,7,Holiday,0.1,0.0,0.8833333333333332,0.016666666666666666
EU,,0-250 GBP,0,0,5.0,6,7,7,Holiday,0.9819444444444445,0.0,0.0,0.018055555555555554
North America,4-13 days,0-250 GBP,0,1,1.0,3,2,6,VFF,0.0,0.15,0.48392857142857143,0.36607142857142855
EU,,250-500 GBP,1,1,1.0,5,4,4,Business or Work,1.0,0.0,0.0,0.0
North America,4-13 days,1000-5000 GBP,1,0,1.0,5,7,3,Business or Work,0.7373809523809524,0.0,0.0,0.26261904761904764
EU,4-13 days,250-500 GBP,1,1,5.0,5,6,3,Holiday,0.37916666666666665,0.0,0.6208333333333333,0.0
EU,4-13 days,250-500 GBP,1,1,1.0,5,2,6,Holiday,0.0,0.0,0.9916666666666668,0.008333333333333333
EU,,500-1000 GBP,1,1,1.0,5,5,5,Business or Work,1.0,0.0,0.0,0.0
Asia,4-13 days,250-500 GBP,1,1,1.0,6,3,7,Holiday,0.0,0.0,0.5583333333333333,0.4416666666666667
Africa,1-3 days,500-1000 GBP,1,0,1.0,6,5,4,Business or Work,0.6,0.0,0.1,0.3
EU,1-3 days,0-250 GBP,1,1,1.0,6,7,5,Business or Work,0.29583333333333334,0.0,0.7041666666666667,0.0
North America,4-13 days,1000-5000 GBP,1,1,1.0,7,4,1,Holiday,0.44333333333333336,0.0,0.5566666666666666,0.0
EU,4-13 days,500-1000 GBP,1,0,5.0,5,4,2,Business or Work,0.0,0.0,1.0,0.0
EU,1-3 days,500-1000 GBP,0,0,1.0,5,1,6,Holiday,0.0,0.0,0.33690476190476193,0.6630952380952382
UK,1-3 days,0-250 GBP,0,0,1.0,4,1,7,VFF,0.0,0.0,0.0794730852671356,0.9205269147328643
EU,,0-250 GBP,1,1,1.0,4,4,4,Business or Work,0.99,0.0,0.01,0.0
EU,1-3 days,500-1000 GBP,1,1,1.0,4,5,3,Business or Work,0.95,0.0,0.05,0.0
EU,4-13 days,0-250 GBP,0,0,5.0,4,3,4,VFF,0.0,0.0,0.5375,0.4625
Asia,4-13 days,1000-5000 GBP,0,1,1.0,5,1,1,Holiday,0.0,0.65,0.35,0.0
UK,1-3 months,1000-5000 GBP,0,0,1.0,7,6,2,VFF,0.1,0.0,0.0,0.9
"Australia, NZ and Oceania",14-27 days,1000-5000 GBP,1,0,1.0,8,1,1,Holiday,0.05,0.0,0.7175,0.23249999999999998
EU,4-13 days,0-250 GBP,0,0,1.0,4,4,7,VFF,0.0,0.0,0.11291125541125539,0.8870887445887448
EU,1-3 days,1000-5000 GBP,1,1,1.0,5,5,4,Business or Work,0.5261904761904762,0.0,0.4738095238095238,0.0
Asia,,0-250 GBP,1,1,1.0,6,3,3,Holiday,0.4333333333333334,0.0,0.4666666666666666,0.1
Asia,4-13 days,1000-5000 GBP,1,1,1.0,6,7,6,Business or Work,0.0,0.016666666666666666,0.9833333333333334,0.0
EU,1-3 days,0-250 GBP,0,0,5.0,7,2,1,Holiday,0.14035714285714285,0.0,0.05714285714285714,0.8025
EU,14-27 days,1000-5000 GBP,0,0,1.0,5,3,4,VFF,0.05,0.1,0.18333333333333332,0.6666666666666667
EU,4-13 days,0-250 GBP,0,0,1.0,8,7,4,VFF,0.05,0.05,0.05833333333333333,0.8416666666666666
North America,1-3 days,more than 5000 GBP,1,1,1.0,7,1,6,Holiday,0.20708333333333334,0.0,0.7095833333333332,0.08333333333333333
EU,1-3 days,0-250 GBP,0,1,1.0,6,1,7,VFF,0.28,0.0,0.0,0.72
North America,1-3 days,1000-5000 GBP,1,1,1.0,8,4,2,VFF,0.3625,0.0,0.6,0.0375
Africa,1-3 days,1000-5000 GBP,1,1,1.0,5,2,7,VFF,0.6708333333333333,0.0,0.2625,0.06666666666666667
Asia,3-6 months,0-250 GBP,0,0,1.0,8,3,5,VFF,0.0,0.0,0.025,0.975
EU,1-3 days,1000-5000 GBP,1,0,1.0,6,4,3,Business or Work,0.9822115384615385,0.0,0.017788461538461538,0.0
EU,4-13 days,500-1000 GBP,1,1,1.0,4,2,6,Holiday,0.0,0.0,0.851998556998557,0.148001443001443
North America,4-13 days,250-500 GBP,2,0,1.0,6,2,5,Holiday,0.0,0.05,0.7266666666666668,0.22333333333333333
EU,1-3 days,1000-5000 GBP,1,1,1.0,7,5,3,Business or Work,0.6233333333333333,0.0,0.37666666666666665,0.0
North America,1-3 days,1000-5000 GBP,1,1,1.0,7,7,5,Business or Work,0.7,0.0,0.3,0.0
"Australia, NZ and Oceania",1-3 days,0-250 GBP,1,1,5.0,3,5,3,Holiday,0.05,0.0,0.95,0.0
UK,,250-500 GBP,1,0,1.0,5,1,1,VFF,0.05,0.0,0.9,0.05
North America,4-13 days,500-1000 GBP,0,0,1.0,8,4,2,VFF,0.0,0.0,0.0,1.0
North America,1-3 days,250-500 GBP,1,1,1.0,8,2,7,VFF,0.0,0.0,0.825,0.175
Asia,1-3 months,250-500 GBP,0,0,1.0,8,2,1,VFF,0.0,0.0,0.0,1.0
Non-EU Europe,1-3 days,250-500 GBP,1,1,1.0,5,1,7,Holiday,0.03333333333333333,0.0,0.9583333333333333,0.008333333333333333
Not disclosed,4-13 days,0-250 GBP,0,0,1.0,4,2,3,VFF,0.0,0.05,0.25,0.7
EU,4-13 days,250-500 GBP,0,1,1.0,5,2,6,Holiday,0.0,0.0,0.1,0.9
North America,4-13 days,500-1000 GBP,1,0,1.0,5,3,3,Business or Work,0.06666666666666667,0.0,0.9333333333333332,0.0
UK,4-13 days,0-250 GBP,0,0,5.0,6,5,6,VFF,0.0,0.0,0.1,0.9
Asia,4-13 days,0-250 GBP,2,1,1.0,4,3,5,Holiday,0.25,0.05,0.7,0.0
Non-EU Europe,1-3 days,0-250 GBP,0,0,5.0,5,1,6,Business or Work,0.0,0.0,0.0,1.0
EU,4-13 days,1000-5000 GBP,1,1,1.0,4,6,2,Business or Work,0.97,0.0,0.03,0.0
EU,1-3 days,250-500 GBP,1,0,1.0,7,4,2,Business or Work,0.5716666666666665,0.0,0.42833333333333334,0.0
EU,1-3 days,1000-5000 GBP,0,1,1.0,4,1,7,VFF,0.0,0.0,0.04461722488038278,0.9553827751196172
North America,4-13 days,500-1000 GBP,1,1,1.0,6,1,4,Holiday,0.25,0.0,0.7,0.05
EU,4-13 days,0-250 GBP,0,0,1.0,2,2,3,VFF,0.0,0.0,0.25083333333333335,0.7491666666666668
UK,14-27 days,1000-5000 GBP,1,0,1.0,6,6,1,Business or Work,0.25,0.0,0.2,0.55
Asia,1-3 days,500-1000 GBP,0,1,5.0,4,5,4,VFF,0.55,0.0,0.35,0.1
North America,4-13 days,250-500 GBP,1,1,1.0,4,3,7,Holiday,0.0125,0.0,0.9875,0.0
North America,4-13 days,more than 5000 GBP,1,1,1.0,5,6,1,Business or Work,0.3,0.0,0.7,0.0
Asia,4-13 days,1000-5000 GBP,1,1,1.0,8,3,4,Holiday,0.1075,0.14250000000000002,0.3,0.45
"Australia, NZ and Oceania",4-13 days,1000-5000 GBP,0,1,1.0,4,2,2,Holiday,0.0,0.0,0.15,0.85
North America,4-13 days,1000-5000 GBP,1,0,1.0,5,1,7,Holiday,0.2692857142857143,0.0,0.7307142857142858,0.0
EU,1-3 days,250-500 GBP,1,1,1.0,6,5,4,Business or Work,0.744527417027417,0.0,0.25547258297258296,0.0
Asia,4-13 days,500-1000 GBP,1,1,1.0,7,3,5,Holiday,0.0,0.15,0.8,0.05
EU,1-3 days,0-250 GBP,0,0,1.0,4,3,1,VFF,0.0,0.0,0.0,1.0
EU,4-13 days,250-500 GBP,2,0,1.0,6,4,7,VFF,0.19166666666666665,0.05,0.7583333333333334,0.0
EU,4-13 days,0-250 GBP,0,0,1.0,4,1,4,VFF,0.0,0.0,0.0,1.0
UK,4-13 days,250-500 GBP,0,1,1.0,4,2,7,VFF,0.0,0.0,0.15,0.85
Non-EU Europe,4-13 days,500-1000 GBP,1,0,1.0,7,2,6,VFF,0.0,0.05,0.95,0.0
EU,1-3 days,0-250 GBP,1,0,1.0,2,1,7,Holiday,0.0,0.0,0.7126731601731601,0.2873268398268399
North America,,0-250 GBP,0,0,1.0,6,5,5,Business or Work,0.225,0.0,0.12,0.655
EU,4-13 days,500-1000 GBP,1,0,1.0,7,3,7,Holiday,0.305952380952381,0.0,0.2817857142857143,0.41226190476190466
EU,4-13 days,0-250 GBP,0,0,1.0,2,2,6,VFF,0.0,0.0,0.19335326169321324,0.8066467383067868
EU,4-13 days,0-250 GBP,0,0,1.0,4,6,3,VFF,0.18166666666666667,0.0,0.0,0.8183333333333334
EU,1-3 days,250-500 GBP,2,0,1.0,5,3,2,Business or Work,0.6861111111111111,0.0636111111111111,0.20027777777777778,0.05
Non-EU Europe,4-13 days,1000-5000 GBP,1,1,1.0,5,4,1,Business or Work,0.13625,0.0,0.8637499999999999,0.0
EU,1-3 days,500-1000 GBP,2,1,1.0,2,1,6,Holiday,0.0,0.03666666666666667,0.9633333333333333,0.0
North America,4-13 days,500-1000 GBP,1,1,1.0,6,4,1,Business or Work,0.3244047619047619,0.0,0.6755952380952381,0.0
EU,4-13 days,500-1000 GBP,1,0,1.0,7,1,4,Holiday,0.17142857142857143,0.0,0.7869047619047619,0.041666666666666664
UK,,0-250 GBP,0,1,1.0,4,5,5,VFF,0.25,0.0,0.15,0.6
Asia,4-13 days,,0,1,1.0,5,2,2,Education and Other,0.05,0.15,0.15,0.65
EU,4-13 days,500-1000 GBP,1,1,5.0,8,6,3,Holiday,0.36666666666666664,0.0,0.6333333333333333,0.0
Asia,14-27 days,1000-5000 GBP,2,1,1.0,6,2,4,Business or Work,0.3375,0.0,0.5625,0.1
Asia,4-13 days,0-250 GBP,0,0,1.0,6,7,4,Business or Work,0.0,0.0,0.0,1.0
Asia,1-3 days,0-250 GBP,0,0,1.0,6,3,2,VFF,0.05,0.0,0.1,0.85
Asia,4-13 days,1000-5000 GBP,1,1,1.0,7,6,3,Holiday,0.05,0.41583333333333333,0.15,0.38416666666666666
EU,1-3 days,0-250 GBP,0,0,5.0,5,5,4,Business or Work,1.0,0.0,0.0,0.0
EU,1-3 months,1000-5000 GBP,1,0,1.0,4,6,1,Business or Work,0.55,0.2,0.175,0.075
North America,4-13 days,1000-5000 GBP,1,1,1.0,6,6,2,Business or Work,0.8434920634920635,0.0,0.15650793650793654,0.0
North America,4-13 days,1000-5000 GBP,1,0,1.0,6,3,7,Holiday,0.3458333333333333,0.0,0.225,0.4291666666666667
North America,14-27 days,1000-5000 GBP,0,1,1.0,6,1,4,VFF,0.3,0.05,0.3,0.35
UK,4-13 days,250-500 GBP,0,0,1.0,4,7,7,VFF,0.0,0.0,0.0,1.0
North America,1-3 days,250-500 GBP,0,0,1.0,7,7,5,VFF,0.1,0.05,0.2,0.65
Asia,14-27 days,250-500 GBP,0,0,1.0,8,3,2,VFF,0.0,0.0,0.05,0.95
UK,1-3 days,0-250 GBP,0,0,1.0,5,1,6,VFF,0.0,0.0,0.21261904761904762,0.7873809523809524
EU,1-3 days,500-1000 GBP,1,0,1.0,4,1,6,Holiday,0.11879329004329005,0.0,0.6901551226551226,0.1910515873015873
EU,14-27 days,1000-5000 GBP,1,1,1.0,3,2,3,Holiday,0.05,0.15,0.5,0.3
EU,1-3 days,250-500 GBP,2,1,1.0,4,1,7,VFF,0.0,0.0,1.0,0.0
Asia,1-3 days,500-1000 GBP,1,1,1.0,8,3,2,Business or Work,0.22916666666666666,0.0,0.7208333333333333,0.05
EU,1-3 days,250-500 GBP,1,0,5.0,7,5,3,Holiday,0.15,0.0,0.85,0.0
EU,1-3 days,250-500 GBP,0,0,1.0,6,4,2,VFF,0.11666666666666665,0.0,0.05,0.8333333333333333
EU,1-3 days,250-500 GBP,1,1,1.0,4,2,7,Holiday,0.07150949325871926,0.0,0.8573486298273449,0.07114187691393574
Asia,1-3 days,0-250 GBP,1,1,1.0,5,2,7,Holiday,0.15,0.0,0.85,0.0
UK,4-13 days,500-1000 GBP,0,0,1.0,4,2,5,VFF,0.0,0.0,0.025,0.975
North America,4-13 days,1000-5000 GBP,1,0,1.0,4,6,7,Business or Work,0.925,0.05,0.025,0.0
UK,14-27 days,500-1000 GBP,0,0,1.0,6,2,3,VFF,0.0,0.0,0.05,0.95
"Australia, NZ and Oceania",1-3 days,1000-5000 GBP,1,1,1.0,4,1,6,Business or Work,0.1,0.0,0.875,0.025
EU,4-13 days,250-500 GBP,1,1,1.0,6,1,5,Holiday,0.0,0.0,1.0,0.0
Asia,4-13 days,1000-5000 GBP,0,0,1.0,6,6,1,Holiday,0.15,0.0,0.4,0.45
North America,1-3 days,500-1000 GBP,1,0,5.0,7,5,4,Business or Work,0.1,0.0,0.8,0.1
EU,4-13 days,0-250 GBP,0,0,1.0,5,1,4,VFF,0.0,0.0,0.0,1.0
Non-EU Europe,1-3 days,1000-5000 GBP,1,1,1.0,4,1,7,Holiday,0.0625,0.0,0.6725,0.265
EU,1-3 days,500-1000 GBP,1,0,1.0,4,7,6,Holiday,0.4541666666666667,0.0,0.4708333333333333,0.075
EU,4-13 days,500-1000 GBP,1,0,1.0,4,7,3,Holiday,0.5916666666666667,0.0,0.4083333333333333,0.0
North America,1-3 days,500-1000 GBP,1,1,1.0,5,4,3,Business or Work,1.0,0.0,0.0,0.0
EU,4-13 days,250-500 GBP,1,1,1.0,7,6,7,Business or Work,0.2833333333333333,0.0,0.225,0.4916666666666667
EU,1-3 days,250-500 GBP,0,1,1.0,4,1,6,VFF,0.0,0.0,0.05,0.95
North America,4-13 days,1000-5000 GBP,1,1,1.0,4,1,2,Holiday,0.45499999999999996,0.0,0.545,0.0
EU,4-13 days,0-250 GBP,0,0,1.0,2,4,1,VFF,0.0,0.0,0.0740583028083028,0.9259416971916972
North America,1-3 days,0-250 GBP,1,1,1.0,2,2,7,Holiday,0.22833333333333333,0.0,0.7216666666666666,0.05
EU,,0-250 GBP,1,0,1.0,5,3,3,Business or Work,0.930531045751634,0.0,0.06946895424836601,0.0
"Australia, NZ and Oceania",1-3 months,1000-5000 GBP,2,1,1.0,8,7,4,Holiday,0.05,0.15,0.25,0.55
North America,4-13 days,500-1000 GBP,1,1,5.0,7,3,7,Holiday,0.0,0.0,0.7925,0.20750000000000002
North America,4-13 days,500-1000 GBP,0,0,1.0,4,2,3,Holiday,0.0,0.0,0.15333333333333332,0.8466666666666665
"Australia, NZ and Oceania",4-13 days,1000-5000 GBP,0,0,1.0,8,4,7,VFF,0.0,0.0,0.1,0.9
Asia,4-13 days,1000-5000 GBP,2,0,1.0,4,6,1,Holiday,0.15,0.05,0.8,0.0
EU,14-27 days,1000-5000 GBP,2,0,1.0,7,1,1,VFF,0.05,0.05,0.45,0.45
Asia,1-3 days,1000-5000 GBP,1,0,1.0,7,6,4,Holiday,0.9,0.0,0.1,0.0
EU,,,0,0,5.0,8,5,5,Business or Work,0.85,0.0,0.0,0.15
UK,4-13 days,250-500 GBP,1,0,1.0,4,1,5,VFF,0.2875,0.0,0.2125,0.5
EU,,250-500 GBP,1,0,1.0,5,4,4,Business or Work,0.3621626984126984,0.0,0.6378373015873015,0.0
Asia,4-13 days,1000-5000 GBP,2,0,1.0,8,3,2,Education and Other,0.0,0.0,0.7,0.3
EU,1-3 days,0-250 GBP,1,0,5.0,7,1,6,Holiday,0.0,0.0,0.85,0.15
UK,4-13 days,250-500 GBP,0,0,1.0,6,5,2,VFF,0.0,0.0,0.0,1.0
UK,4-13 days,,0,0,5.0,7,3,7,VFF,0.0,0.05,0.15,0.8
UK,14-27 days,1000-5000 GBP,0,0,1.0,5,3,2,VFF,0.0,0.0,0.55,0.45
EU,4-13 days,0-250 GBP,0,0,1.0,5,4,4,Holiday,0.025,0.15,0.025,0.8
Africa,4-13 days,1000-5000 GBP,0,0,1.0,7,4,2,Business or Work,0.05,0.0,0.05,0.9
Asia,4-13 days,500-1000 GBP,1,0,1.0,5,5,1,Business or Work,0.3333333333333333,0.0,0.6666666666666666,0.0
UK,4-13 days,0-250 GBP,0,0,1.0,5,2,5,VFF,0.0,0.0,0.0,1.0
EU,1-3 days,0-250 GBP,1,0,1.0,6,5,4,Business or Work,0.6757638888888888,0.11523719336219336,0.2089989177489177,0.0
EU,,0-250 GBP,1,0,1.0,2,5,5,Holiday,0.12238095238095237,0.023333333333333334,0.8542857142857144,0.0
North America,1-3 days,1000-5000 GBP,1,0,1.0,7,6,4,Business or Work,0.95,0.0,0.05,0.0
"Australia, NZ and Oceania",4-13 days,250-500 GBP,2,0,1.0,4,7,4,Holiday,0.1,0.0,0.85,0.05
EU,4-13 days,1000-5000 GBP,1,0,5.0,8,1,7,Holiday,0.35,0.0,0.55,0.1
UK,1-3 days,0-250 GBP,1,1,1.0,6,6,5,Business or Work,0.45,0.0,0.5,0.05
EU,4-13 days,250-500 GBP,0,1,1.0,2,2,6,Holiday,0.0,0.0,0.1,0.9
EU,,250-500 GBP,1,0,1.0,6,5,5,Business or Work,1.0,0.0,0.0,0.0
UK,4-13 days,0-250 GBP,0,0,1.0,5,7,1,VFF,0.0,0.0,0.0,1.0
EU,4-13 days,250-500 GBP,0,0,5.0,4,5,6,Holiday,0.25,0.0,0.3666666666666667,0.38333333333333336
EU,4-13 days,1000-5000 GBP,1,1,5.0,6,3,7,Holiday,0.0,0.0,1.0,0.0
North America,4-13 days,250-500 GBP,0,0,1.0,4,6,1,VFF,0.0,0.0,0.041428571428571426,0.9585714285714285
EU,1-3 days,250-500 GBP,1,0,1.0,2,3,2,Holiday,0.07222222222222222,0.0,0.4211111111111111,0.5066666666666666
EU,1-3 days,250-500 GBP,1,0,1.0,7,1,6,Education and Other,0.0,0.0,0.5796428571428571,0.4203571428571428
EU,4-13 days,250-500 GBP,0,0,1.0,3,5,1,Holiday,0.0,0.05,0.6,0.35
EU,4-13 days,250-500 GBP,2,0,5.0,6,7,3,Holiday,0.0,0.0,0.7250000000000001,0.275
North America,4-13 days,250-500 GBP,1,1,1.0,4,4,1,Holiday,0.0875,0.0,0.9125,0.0
EU,,250-500 GBP,1,0,1.0,4,4,4,Business or Work,0.5663510101010101,0.0,0.43364898989899,0.0
Asia,4-13 days,250-500 GBP,1,1,1.0,6,1,5,Holiday,0.05,0.0,0.95,0.0
Asia,4-13 days,1000-5000 GBP,1,1,1.0,7,6,1,Holiday,0.5,0.05,0.45,0.0
Asia,4-13 days,500-1000 GBP,1,1,1.0,7,4,2,Holiday,0.1,0.3,0.4,0.2
North America,,500-1000 GBP,1,1,1.0,7,5,5,Business or Work,0.95,0.0,0.05,0.0
EU,,0-250 GBP,0,0,5.0,5,6,6,Holiday,0.7404166666666666,0.0,0.19738095238095232,0.06220238095238095
North America,4-13 days,0-250 GBP,1,0,1.0,5,1,3,Business or Work,0.6,0.1,0.3,0.0
EU,1-3 days,500-1000 GBP,1,0,1.0,7,4,3,Business or Work,1.0,0.0,0.0,0.0
EU,4-13 days,1000-5000 GBP,1,0,1.0,5,4,2,VFF,0.5,0.1,0.4,0.0
EU,1-3 days,0-250 GBP,0,0,5.0,5,7,6,Business or Work,1.0,0.0,0.0,0.0
UK,1-3 days,250-500 GBP,2,0,1.0,7,2,7,Holiday,0.0,0.0,0.4,0.6
EU,4-13 days,250-500 GBP,0,0,1.0,5,4,6,VFF,0.0,0.0,0.0,1.0
South America,4-13 days,1000-5000 GBP,1,0,1.0,4,1,4,Business or Work,0.05,0.0,0.9,0.05
UK,4-13 days,500-1000 GBP,1,1,1.0,8,4,1,Holiday,0.25,0.0,0.15,0.6
EU,1-3 days,0-250 GBP,0,0,5.0,5,4,2,Business or Work,0.95,0.0,0.0,0.05
North America,4-13 days,more than 5000 GBP,1,1,1.0,5,2,3,Holiday,0.13333333333333333,0.0,0.75,0.11666666666666665
Asia,4-13 days,250-500 GBP,0,0,1.0,2,1,3,VFF,0.0,0.0,0.3,0.7
EU,4-13 days,250-500 GBP,1,0,1.0,2,6,3,Holiday,0.05,0.0,0.4041666666666666,0.5458333333333333
EU,1-3 days,0-250 GBP,0,1,5.0,6,7,6,Business or Work,0.7833333333333333,0.0,0.09166666666666666,0.125
North America,4-13 days,500-1000 GBP,0,0,1.0,4,7,1,VFF,0.025,0.0,0.55,0.425
Asia,14-27 days,1000-5000 GBP,0,0,1.0,6,1,1,Holiday,0.0,0.0,0.05,0.95
EU,4-13 days,500-1000 GBP,1,1,1.0,4,5,2,Holiday,0.23125,0.0,0.6916666666666667,0.07708333333333332
EU,4-13 days,250-500 GBP,0,1,1.0,6,4,6,VFF,0.0,0.0,0.3,0.7
South America,1-3 days,0-250 GBP,2,1,5.0,5,4,2,Holiday,0.2,0.0,0.8,0.0
EU,1-3 days,250-500 GBP,1,0,1.0,6,3,1,Holiday,0.125,0.0,0.5866666666666667,0.28833333333333333
EU,1-3 days,250-500 GBP,1,0,1.0,7,1,7,Holiday,0.16968309468309467,0.0,0.6076619214119214,0.2226549839049839
North America,4-13 days,1000-5000 GBP,1,0,1.0,6,5,6,Education and Other,0.0125,0.0,0.945,0.042499999999999996
North America,4-13 days,500-1000 GBP,0,0,1.0,4,7,6,VFF,0.0,0.0,0.05,0.95
South America,1-3 days,250-500 GBP,1,1,5.0,6,5,4,Holiday,0.11875,0.0125,0.86875,0.0
Africa,4-13 days,1000-5000 GBP,1,1,1.0,5,6,3,Business or Work,0.9428571428571428,0.0,0.05714285714285714,0.0
North America,1-3 days,0-250 GBP,1,0,5.0,6,4,3,Holiday,0.0,0.0,1.0,0.0
EU,4-13 days,0-250 GBP,0,1,1.0,2,3,6,VFF,0.0,0.0,0.1425,0.8574999999999999
Asia,4-13 days,1000-5000 GBP,1,1,1.0,4,3,3,Holiday,0.30416666666666664,0.0,0.6958333333333333,0.0
"Australia, NZ and Oceania",14-27 days,1000-5000 GBP,1,1,1.0,6,6,6,Holiday,0.05,0.0,0.85,0.1
North America,4-13 days,0-250 GBP,0,0,1.0,8,7,2,VFF,0.05,0.016666666666666666,0.0,0.9333333333333332
EU,1-3 days,250-500 GBP,1,0,1.0,5,5,3,Holiday,1.0,0.0,0.0,0.0
Asia,4-13 days,1000-5000 GBP,2,1,1.0,4,6,6,Holiday,0.05,0.0,0.8,0.15
EU,4-13 days,250-500 GBP,2,0,1.0,5,6,2,Holiday,0.4872619047619048,0.05,0.4627380952380952,0.0
EU,4-13 days,1000-5000 GBP,1,1,1.0,7,2,6,Education and Other,0.0,0.0,0.7504365079365078,0.24956349206349202
Non-EU Europe,1-3 days,0-250 GBP,0,0,1.0,5,2,7,VFF,0.0,0.0,0.16403846153846152,0.8359615384615384
EU,4-13 days,1000-5000 GBP,1,1,1.0,5,7,7,Holiday,0.42833333333333334,0.0,0.5716666666666665,0.0
EU,1-3 days,0-250 GBP,0,0,1.0,5,2,1,VFF,0.0948227466977467,0.0,0.38164030414030414,0.5235369491619491
EU,4-13 days,250-500 GBP,1,1,1.0,6,7,3,Holiday,0.0,0.0,1.0,0.0
Africa,4-13 days,1000-5000 GBP,1,1,1.0,4,3,7,Holiday,0.25226190476190474,0.05,0.6977380952380953,0.0
EU,1-3 days,500-1000 GBP,1,0,1.0,4,5,3,Holiday,0.9186965169763157,0.0,0.08130348302368426,0.0
EU,,0-250 GBP,0,0,1.0,5,6,6,VFF,0.7416666666666667,0.0,0.06666666666666667,0.19166666666666665
Asia,4-13 days,1000-5000 GBP,1,1,1.0,4,6,1,Holiday,0.47916666666666663,0.0,0.5208333333333333,0.0
