Broad_Nationality_encoded,Stay_Category_encoded,Spend_Category_encoded,accom_type,London_or_out,Flow,Age,DayOfWeek,TripStartDay,Broad_Purpose_encoded,Business or Work,Education or Other,Holiday,VFF
EU,1-3 days,250-500 GBP,1,0,1.0,4,4,2,Business or Work,0.5832708468002585,0.0,0.3822753716871364,0.034453781512605045
EU,,500-1000 GBP,1,0,1.0,4,4,4,Business or Work,1.0,0.0,0.0,0.0
EU,14-27 days,1000-5000 GBP,0,0,1.0,2,4,5,Education and Other,0.0,0.6166666666666667,0.38333333333333336,0.0
EU,1-3 days,0-250 GBP,2,0,1.0,4,4,2,Holiday,0.26166666666666666,0.05,0.6883333333333332,0.0
North America,4-13 days,0-250 GBP,1,1,1.0,5,4,5,Business or Work,0.3333333333333333,0.1,0.4666666666666666,0.1
EU,4-13 days,0-250 GBP,0,1,1.0,4,4,7,Business or Work,0.0,0.0,0.3337878787878788,0.6662121212121213
EU,1-3 days,250-500 GBP,2,0,1.0,5,4,2,Holiday,0.515,0.0,0.485,0.0
EU,4-13 days,0-250 GBP,1,0,1.0,5,4,7,VFF,0.2225,0.0,0.5616666666666666,0.21583333333333332
EU,4-13 days,0-250 GBP,0,0,1.0,4,6,3,VFF,0.1333165299612668,0.0,0.042588716108452954,0.8240947539302802
UK,14-27 days,0-250 GBP,0,1,1.0,2,6,7,VFF,0.0,0.2,0.2,0.6
Asia,14-27 days,1000-5000 GBP,1,1,1.0,5,6,7,Holiday,0.4030555555555555,0.0,0.5969444444444445,0.0
EU,4-13 days,0-250 GBP,0,0,1.0,7,6,7,Holiday,0.0,0.0,0.13075757575757577,0.8692424242424241
EU,4-13 days,0-250 GBP,0,0,1.0,2,6,3,Holiday,0.0511274353665658,0.0,0.34408514191122885,0.6047874227222052
UK,14-27 days,1000-5000 GBP,2,0,1.0,6,6,7,VFF,0.2,0.0,0.7,0.1
"Australia, NZ and Oceania",14-27 days,250-500 GBP,0,0,1.0,5,6,7,VFF,0.0,0.0,0.875,0.125
UK,4-13 days,1000-5000 GBP,0,0,1.0,7,6,2,VFF,0.03333333333333333,0.0,0.35,0.6166666666666667
North America,14-27 days,250-500 GBP,0,0,1.0,4,6,3,VFF,0.025,0.075,0.4066666666666666,0.49333333333333335
EU,4-13 days,0-250 GBP,0,0,1.0,6,6,3,VFF,0.2572039072039072,0.0,0.0,0.7427960927960928
EU,4-13 days,500-1000 GBP,0,0,1.0,4,6,2,VFF,0.1088888888888889,0.0,0.2725974025974026,0.6185137085137085
EU,4-13 days,0-250 GBP,0,0,1.0,3,6,5,VFF,0.1,0.25,0.0,0.65
UK,14-27 days,0-250 GBP,0,0,1.0,5,6,6,VFF,0.0,0.0,0.03333333333333333,0.9666666666666668
UK,14-27 days,250-500 GBP,0,0,1.0,3,6,3,VFF,0.0,0.0,0.2,0.8
UK,14-27 days,500-1000 GBP,1,0,1.0,4,6,7,VFF,0.4,0.0,0.21666666666666665,0.3833333333333333
UK,4-13 days,250-500 GBP,0,0,1.0,5,6,1,VFF,0.0,0.0,0.0,1.0
UK,14-27 days,0-250 GBP,0,0,1.0,2,6,7,VFF,0.0,0.0,0.0,1.0
Non-EU Europe,4-13 days,250-500 GBP,0,0,1.0,7,6,2,VFF,0.0,0.02,0.0,0.9800000000000001
Asia,14-27 days,1000-5000 GBP,0,0,1.0,2,6,3,VFF,0.0,0.8,0.2,0.0
Africa,14-27 days,1000-5000 GBP,1,1,1.0,4,6,3,Holiday,0.5,0.0,0.5,0.0
Asia,14-27 days,500-1000 GBP,0,0,1.0,6,6,3,VFF,0.0,0.0,0.0,1.0
EU,1-3 days,500-1000 GBP,1,0,1.0,6,6,5,Business or Work,0.8843847639815383,0.0,0.02957432352593643,0.08604091249252539
EU,4-13 days,250-500 GBP,0,0,1.0,6,2,6,VFF,0.018355032042802127,0.01895994936436113,0.47754529605899876,0.48513972253383797
UK,1-3 days,0-250 GBP,0,0,1.0,7,2,7,VFF,0.0,0.0,0.0,1.0
EU,4-13 days,0-250 GBP,0,0,1.0,2,2,4,VFF,0.0402020202020202,0.0,0.0,0.9597979797979799
UK,4-13 days,1000-5000 GBP,0,0,1.0,6,2,3,VFF,0.0,0.0,0.2783333333333334,0.7216666666666666
UK,14-27 days,0-250 GBP,0,0,1.0,4,6,7,VFF,0.0,0.0,0.0,1.0
EU,4-13 days,250-500 GBP,0,0,1.0,7,6,7,VFF,0.0,0.0,0.0,1.0
EU,4-13 days,0-250 GBP,0,0,1.0,4,6,3,VFF,0.1333165299612668,0.0,0.042588716108452954,0.8240947539302802
EU,14-27 days,250-500 GBP,0,0,1.0,8,6,7,Holiday,0.0,0.0,0.2,0.8
EU,14-27 days,500-1000 GBP,0,0,1.0,5,6,7,Holiday,0.0,0.0,0.25666666666666665,0.7433333333333334
EU,4-13 days,500-1000 GBP,1,0,1.0,3,6,3,Holiday,0.7280921855921856,0.0,0.27190781440781436,0.0
EU,4-13 days,250-500 GBP,0,0,1.0,4,6,7,Holiday,0.0,0.0,0.0,1.0
EU,4-13 days,0-250 GBP,0,0,1.0,5,6,3,Holiday,0.09793215556373451,0.0,0.1535633664581033,0.7485044779781623
EU,,0-250 GBP,0,0,1.0,4,6,6,VFF,0.25282467532467534,0.01,0.20755411255411255,0.529621212121212
EU,,0-250 GBP,0,0,1.0,5,6,6,Holiday,0.5988607881103507,0.11947767559761098,0.07397918857738484,0.20768234771465358
UK,4-13 days,0-250 GBP,0,0,1.0,5,6,1,VFF,0.0,0.0,0.0,1.0
EU,1-3 days,0-250 GBP,1,0,1.0,6,6,4,VFF,0.7952823955669224,0.0,0.10798380221653878,0.0967338022165388
EU,4-13 days,500-1000 GBP,0,0,1.0,7,6,1,VFF,0.0,0.46611111111111114,0.28055555555555556,0.25333333333333335
EU,4-13 days,0-250 GBP,0,0,1.0,6,6,7,VFF,0.0,0.0,0.14032467532467532,0.8596753246753247
EU,4-13 days,250-500 GBP,1,1,1.0,6,4,7,Holiday,0.0,0.0,1.0,0.0
EU,14-27 days,1000-5000 GBP,0,0,1.0,6,4,4,VFF,0.08333333333333333,0.0,0.1,0.8166666666666668
"Australia, NZ and Oceania",4-13 days,500-1000 GBP,0,0,1.0,5,4,6,VFF,0.0,0.0,0.075,0.925
UK,4-13 days,1000-5000 GBP,0,0,1.0,5,4,5,VFF,0.025,0.0,0.0125,0.9625
EU,4-13 days,0-250 GBP,0,0,1.0,4,4,7,VFF,0.015263157894736843,0.0,0.06901550772601316,0.9157213343792501
Non-EU Europe,4-13 days,500-1000 GBP,0,1,1.0,4,4,7,VFF,0.0,0.0,0.4,0.6
North America,4-13 days,500-1000 GBP,2,0,1.0,6,4,6,Holiday,0.0,0.0,1.0,0.0
EU,4-13 days,250-500 GBP,1,1,1.0,7,4,7,Holiday,0.0,0.0,1.0,0.0
UK,4-13 days,0-250 GBP,0,0,1.0,7,4,5,VFF,0.0,0.0,0.0,1.0
EU,4-13 days,250-500 GBP,1,1,1.0,5,4,7,Holiday,0.08409274935590724,0.0,0.6925254569991413,0.22338179364495153
EU,1-3 days,0-250 GBP,0,0,1.0,7,4,2,VFF,0.0,0.12735930735930734,0.0,0.8726406926406927
EU,4-13 days,0-250 GBP,1,1,1.0,5,4,1,Holiday,0.16535714285714284,0.0,0.8346428571428571,0.0
EU,4-13 days,250-500 GBP,1,1,1.0,4,4,1,Holiday,0.10302883458355257,0.0,0.8969711654164474,0.0
Asia,14-27 days,1000-5000 GBP,1,1,1.0,2,4,4,Holiday,0.0,0.0,0.5,0.5
EU,4-13 days,0-250 GBP,2,1,1.0,2,4,7,Holiday,0.0,0.0,0.9,0.1
EU,4-13 days,1000-5000 GBP,2,1,1.0,5,4,1,Holiday,0.0,0.0,1.0,0.0
EU,4-13 days,500-1000 GBP,2,1,1.0,2,4,7,Holiday,0.0,0.0,0.95,0.05
EU,1-3 days,0-250 GBP,0,1,1.0,2,4,3,VFF,0.0,0.0,0.05,0.95
South America,4-13 days,250-500 GBP,1,1,1.0,2,4,6,Holiday,0.0,0.0,0.8,0.2
EU,1-3 days,500-1000 GBP,1,1,1.0,4,4,2,VFF,0.47563977688977693,0.0,0.5243602231102231,0.0
Asia,14-27 days,250-500 GBP,0,1,1.0,2,4,5,VFF,0.0,0.6,0.2,0.2
EU,14-27 days,500-1000 GBP,0,0,1.0,4,4,5,VFF,0.16166666666666665,0.0,0.24,0.5983333333333333
EU,4-13 days,0-250 GBP,0,1,1.0,2,6,1,VFF,0.05,0.0,0.0,0.95
EU,1-3 days,0-250 GBP,1,1,1.0,6,6,5,Business or Work,0.8171932234432233,0.0,0.18280677655677657,0.0
EU,1-3 days,250-500 GBP,1,1,1.0,5,6,4,Business or Work,0.3044167198171774,0.0,0.6509898703720214,0.044593409810801114
EU,,0-250 GBP,0,1,1.0,4,6,6,Business or Work,0.6083333333333333,0.0,0.0,0.3916666666666667
EU,4-13 days,500-1000 GBP,0,0,1.0,4,6,7,VFF,0.0,0.0,0.3782575830602146,0.6217424169397854
Non-EU Europe,4-13 days,1000-5000 GBP,0,0,1.0,4,6,7,VFF,0.0,0.05,0.5833333333333333,0.36666666666666664
EU,1-3 days,250-500 GBP,1,1,1.0,6,6,5,Business or Work,0.7444692760571586,0.0,0.2555307239428414,0.0
EU,4-13 days,500-1000 GBP,1,1,1.0,6,6,2,Business or Work,0.28747994652406417,0.0,0.6697549019607842,0.04276515151515151
EU,1-3 days,250-500 GBP,0,1,1.0,4,6,4,VFF,0.2217171717171717,0.0,0.6765151515151515,0.10176767676767677
EU,1-3 days,500-1000 GBP,1,1,1.0,4,2,7,Holiday,0.09056983229389966,0.0,0.7535357415079558,0.15589442619814461
North America,1-3 days,0-250 GBP,0,0,1.0,2,2,7,Holiday,0.0,0.0,0.5182034632034631,0.48179653679653683
North America,4-13 days,500-1000 GBP,0,1,1.0,4,2,3,Holiday,0.0,0.0,0.43690476190476185,0.5630952380952381
Non-EU Europe,4-13 days,1000-5000 GBP,1,0,1.0,5,2,6,Holiday,0.8738095238095239,0.0,0.1261904761904762,0.0
North America,1-3 days,500-1000 GBP,1,0,1.0,6,2,7,Holiday,0.22857142857142856,0.0,0.37857142857142856,0.39285714285714285
EU,4-13 days,250-500 GBP,0,0,1.0,4,2,6,VFF,0.0,0.0,0.40297571049626324,0.5970242895037368
North America,4-13 days,1000-5000 GBP,1,1,1.0,4,2,6,Holiday,0.29441391941391937,0.0,0.7055860805860805,0.0
EU,1-3 days,500-1000 GBP,1,1,1.0,5,2,7,Holiday,0.03133798281664136,0.0,0.9159441730932392,0.05271784409011965
"Australia, NZ and Oceania",14-27 days,500-1000 GBP,0,0,1.0,4,2,3,VFF,0.0,0.0,0.0,1.0
EU,1-3 days,500-1000 GBP,1,1,1.0,2,2,7,Holiday,0.0,0.0,1.0,0.0
EU,1-3 days,250-500 GBP,0,0,1.0,7,1,6,VFF,0.0,0.040248394307217834,0.45167422120363304,0.5080773844891491
Non-EU Europe,1-3 days,1000-5000 GBP,1,1,1.0,4,1,7,Holiday,0.06767676767676768,0.0,0.31414141414141417,0.6181818181818182
EU,4-13 days,0-250 GBP,0,0,1.0,4,1,5,VFF,0.018651748827577825,0.021606723172020715,0.1896781933987962,0.7700633346016053
EU,4-13 days,250-500 GBP,1,1,1.0,7,1,5,Holiday,0.12004329004329004,0.10815850815850817,0.7717982017982019,0.0
North America,,0-250 GBP,0,0,1.0,4,1,1,Holiday,0.20833333333333331,0.0,0.0,0.7916666666666667
North America,1-3 days,0-250 GBP,0,1,1.0,4,1,6,Holiday,0.0,0.0,0.7361904761904762,0.2638095238095238
EU,1-3 days,250-500 GBP,1,1,1.0,7,1,7,Holiday,0.056666666666666664,0.0,0.8345843045843047,0.10874902874902874
Asia,1-3 days,0-250 GBP,0,0,1.0,7,1,7,VFF,0.0,0.0,0.33866666666666667,0.6613333333333334
EU,1-3 days,500-1000 GBP,1,1,1.0,5,1,7,Holiday,0.17825690340290087,0.0,0.6279960925829834,0.19374700401411565
EU,1-3 days,0-250 GBP,2,0,1.0,2,1,7,Holiday,0.0,0.0,0.9333333333333332,0.06666666666666667
EU,1-3 days,0-250 GBP,1,1,1.0,4,1,6,Holiday,0.10179344827522577,0.0,0.8232979410473016,0.07490861067747258
EU,1-3 days,250-500 GBP,1,0,1.0,4,1,7,Holiday,0.04467126029032179,0.00538899430740038,0.8264404928610268,0.12349925254125083
Non-EU Europe,1-3 days,250-500 GBP,1,1,1.0,5,1,7,Holiday,0.0,0.0,1.0,0.0
EU,1-3 days,250-500 GBP,1,1,1.0,4,1,6,Holiday,0.019934742619424423,0.04303660148990766,0.9073790784101583,0.02964957748050987
EU,,0-250 GBP,0,0,1.0,4,1,1,VFF,0.052715180516651104,0.0,0.2962356442577031,0.6510491752256458
EU,4-13 days,500-1000 GBP,0,0,1.0,4,5,2,VFF,0.5203030303030304,0.0,0.3116414141414142,0.16805555555555557
UK,4-13 days,0-250 GBP,0,0,1.0,4,5,2,VFF,0.0,0.2003968253968254,0.16095238095238093,0.6386507936507936
Non-EU Europe,4-13 days,0-250 GBP,1,1,1.0,4,5,2,Holiday,0.2875,0.0,0.7000000000000001,0.0125
EU,4-13 days,500-1000 GBP,2,1,1.0,4,5,6,Holiday,0.36,0.0,0.6399999999999999,0.0
EU,1-3 days,250-500 GBP,1,1,1.0,5,5,4,Holiday,0.8050706382512557,0.0,0.1949293617487444,0.0
Non-EU Europe,4-13 days,500-1000 GBP,0,1,1.0,6,5,2,Holiday,0.1,0.0,0.0,0.9
North America,4-13 days,500-1000 GBP,0,0,1.0,6,5,2,Holiday,0.36666666666666664,0.0,0.4083333333333333,0.225
North America,14-27 days,1000-5000 GBP,2,1,1.0,4,5,6,Holiday,0.6,0.0,0.3,0.1
EU,4-13 days,1000-5000 GBP,1,1,1.0,6,5,7,Holiday,0.4603266178266178,0.0,0.5396733821733821,0.0
UK,14-27 days,1000-5000 GBP,0,0,1.0,5,5,6,VFF,0.11081252081252083,0.0,0.0,0.8891874791874791
EU,4-13 days,250-500 GBP,0,0,1.0,4,5,7,VFF,0.0,0.0,0.3152380952380952,0.6847619047619047
EU,4-13 days,1000-5000 GBP,1,0,1.0,7,5,2,Holiday,0.581547619047619,0.0,0.4184523809523809,0.0
EU,4-13 days,500-1000 GBP,1,0,1.0,7,5,7,Holiday,1.0,0.0,0.0,0.0
North America,1-3 days,0-250 GBP,0,1,1.0,4,5,3,Holiday,0.0,0.0,0.42000000000000004,0.5800000000000001
North America,4-13 days,0-250 GBP,0,1,1.0,5,5,6,Holiday,0.0,0.0,0.4,0.6
EU,4-13 days,0-250 GBP,0,0,1.0,4,5,2,Holiday,0.07226281220292109,0.0,0.23296105945660117,0.6947761283404777
EU,1-3 days,0-250 GBP,2,1,1.0,6,5,4,Holiday,0.1,0.0,0.9,0.0
North America,4-13 days,0-250 GBP,0,1,1.0,4,5,6,VFF,0.0,0.0,0.2,0.8
Non-EU Europe,4-13 days,500-1000 GBP,0,0,1.0,4,5,3,VFF,0.2,0.0,0.35,0.45
EU,4-13 days,more than 5000 GBP,1,0,1.0,5,5,1,Holiday,0.39396825396825397,0.0,0.606031746031746,0.0
UK,,0-250 GBP,0,0,1.0,5,5,5,VFF,0.3275308025308025,0.15638278388278387,0.09371503496503494,0.4223713786213786
North America,3-6 months,1000-5000 GBP,0,1,1.0,7,4,5,Holiday,0.0,0.1,0.1,0.8
Other,14-27 days,500-1000 GBP,0,1,1.0,4,4,5,VFF,0.0,0.0,0.7,0.3
Asia,4-13 days,500-1000 GBP,1,1,1.0,6,4,4,Holiday,0.1,0.05,0.85,0.0
North America,1-3 days,0-250 GBP,2,1,1.0,6,4,2,Holiday,0.26666666666666666,0.1,0.5,0.13333333333333333
Non-EU Europe,1-3 days,500-1000 GBP,0,0,1.0,6,4,2,VFF,0.8,0.0,0.0,0.2
North America,14-27 days,500-1000 GBP,1,0,1.0,4,4,1,VFF,0.275,0.0,0.725,0.0
North America,4-13 days,0-250 GBP,0,0,1.0,8,4,7,VFF,0.0,0.0,0.0,1.0
South America,14-27 days,1000-5000 GBP,0,0,1.0,4,4,5,VFF,0.0,0.25,0.075,0.6749999999999999
North America,1-3 months,more than 5000 GBP,0,1,1.0,5,4,2,VFF,0.3,0.0,0.6,0.1
North America,4-13 days,1000-5000 GBP,1,1,1.0,4,4,6,Holiday,0.0,0.0,1.0,0.0
EU,4-13 days,1000-5000 GBP,1,1,1.0,4,4,7,VFF,0.0,0.0,1.0,0.0
Non-EU Europe,1-3 days,500-1000 GBP,1,1,1.0,5,1,6,Holiday,0.21262626262626264,0.0,0.650580808080808,0.13679292929292927
South America,1-3 days,250-500 GBP,1,1,1.0,4,1,7,Holiday,0.0,0.0,0.9714285714285715,0.02857142857142857
EU,4-13 days,0-250 GBP,1,1,1.0,5,1,5,Business or Work,0.07873376623376623,0.0,0.9212662337662337,0.0
EU,1-3 days,0-250 GBP,0,0,1.0,2,1,6,VFF,0.0,0.030742398556771855,0.1981363093865449,0.7711212920566831
North America,1-3 days,500-1000 GBP,1,1,1.0,4,1,7,Holiday,0.5716450216450216,0.0,0.09893217893217894,0.32942279942279945
EU,,0-250 GBP,0,1,1.0,6,1,1,Holiday,0.4,0.0,0.1,0.5
South America,3-6 months,500-1000 GBP,0,0,1.0,7,1,7,VFF,0.0,0.0,0.6,0.4
Non-EU Europe,1-3 months,1000-5000 GBP,0,0,1.0,7,1,6,VFF,0.0,0.0,0.3,0.7
North America,1-3 days,0-250 GBP,0,0,1.0,7,1,7,Holiday,0.0,0.0,0.0,1.0
North America,4-13 days,500-1000 GBP,0,1,1.0,6,1,4,VFF,0.16666666666666666,0.0,0.6333333333333333,0.2
EU,14-27 days,250-500 GBP,1,1,1.0,5,1,2,VFF,0.32,0.0,0.48,0.2
EU,1-3 days,250-500 GBP,1,0,1.0,4,1,6,Holiday,0.1785601707660531,0.04077621180562357,0.6938307770660712,0.08683284036225211
EU,4-13 days,500-1000 GBP,0,1,1.0,4,7,2,VFF,0.3,0.0,0.3,0.4
EU,4-13 days,500-1000 GBP,1,1,1.0,2,7,4,Holiday,0.0,0.0,1.0,0.0
Asia,1-3 days,1000-5000 GBP,1,1,1.0,6,7,6,Business or Work,0.4383333333333333,0.0,0.5616666666666668,0.0
Asia,1-3 months,250-500 GBP,0,0,1.0,5,7,5,VFF,0.2,0.05,0.35,0.4
EU,1-3 days,0-250 GBP,1,0,1.0,7,7,6,Holiday,0.11019702519702519,0.0,0.47453823953823954,0.41526473526473523
Non-EU Europe,4-13 days,0-250 GBP,1,1,1.0,4,7,4,Holiday,0.5,0.0,0.5,0.0
EU,4-13 days,250-500 GBP,1,1,1.0,4,7,1,Holiday,0.54,0.0,0.45999999999999996,0.0
EU,4-13 days,250-500 GBP,0,0,1.0,2,7,1,VFF,0.0,0.0,0.14348484848484847,0.8565151515151517
EU,4-13 days,250-500 GBP,1,1,1.0,2,7,2,Business or Work,0.03,0.06999999999999999,0.9,0.0
EU,,0-250 GBP,0,0,1.0,5,7,7,VFF,0.2667360417360417,0.0,0.399507437007437,0.3337565212565213
EU,1-3 days,0-250 GBP,0,0,1.0,6,7,6,VFF,0.14112484737484737,0.0,0.0,0.8588751526251525
EU,4-13 days,0-250 GBP,2,1,1.0,5,7,2,Holiday,0.6,0.0,0.3,0.1
North America,4-13 days,1000-5000 GBP,0,1,1.0,2,3,6,Holiday,0.0,0.2,0.65,0.15
Non-EU Europe,1-3 days,0-250 GBP,0,0,1.0,5,3,1,VFF,0.0,0.0,0.04321946169772257,0.9567805383022774
Non-EU Europe,4-13 days,250-500 GBP,1,1,1.0,4,3,7,Holiday,0.0125,0.0,0.9875,0.0
EU,4-13 days,0-250 GBP,0,1,1.0,2,3,7,VFF,0.0,0.14386724386724387,0.38101010101010097,0.47512265512265517
EU,1-3 days,0-250 GBP,0,0,1.0,4,3,1,VFF,0.0,0.0,0.16893841443683466,0.8310615855631655
EU,1-3 days,0-250 GBP,0,1,1.0,2,3,1,VFF,0.0,0.0,0.2208553946053946,0.7791446053946054
EU,1-3 days,0-250 GBP,0,0,1.0,5,3,2,VFF,0.0,0.0,0.3254120879120879,0.6745879120879119
EU,1-3 days,250-500 GBP,1,1,1.0,2,2,7,Holiday,0.0,0.0,0.974355135408327,0.0256448645916731
EU,1-3 days,250-500 GBP,0,1,1.0,5,2,7,Business or Work,0.0,0.0,0.10407509157509157,0.8959249084249084
South America,1-3 days,500-1000 GBP,1,1,1.0,7,2,7,Holiday,0.0,0.0,0.9457142857142857,0.05428571428571429
Non-EU Europe,4-13 days,250-500 GBP,0,1,1.0,4,2,4,VFF,0.06190476190476191,0.0,0.5619047619047619,0.3761904761904762
EU,1-3 days,250-500 GBP,0,0,1.0,4,2,7,VFF,0.0,0.011298822639602355,0.6109458061125504,0.37775537124784725
EU,1-3 days,0-250 GBP,0,1,1.0,7,2,7,VFF,0.0,0.0,0.1778231164260576,0.8221768835739424
EU,4-13 days,500-1000 GBP,1,0,1.0,4,2,6,Business or Work,0.17081359816653935,0.0,0.7760045836516426,0.05318181818181818
UK,4-13 days,0-250 GBP,0,1,1.0,7,2,6,VFF,0.0,0.0,0.1,0.9
EU,1-3 days,250-500 GBP,0,1,1.0,4,2,7,VFF,0.0,0.0,0.3758972216966564,0.6241027783033437
EU,1-3 days,250-500 GBP,2,0,1.0,6,2,7,VFF,0.0,0.0,0.5653174603174602,0.43468253968253967
UK,14-27 days,0-250 GBP,0,0,1.0,2,2,1,VFF,0.0,0.2,0.0,0.8
UK,,0-250 GBP,1,0,1.0,4,2,2,Business or Work,0.17857142857142855,0.0,0.1880952380952381,0.6333333333333333
EU,4-13 days,0-250 GBP,0,1,1.0,4,2,6,Education and Other,0.0,0.03310878855199342,0.13095622298969156,0.8359349884583149
EU,1-3 days,250-500 GBP,0,1,1.0,2,2,1,VFF,0.0,0.12,0.3186476608187134,0.5613523391812865
EU,4-13 days,1000-5000 GBP,1,1,1.0,4,2,6,Holiday,0.13,0.0,0.8699999999999999,0.0
EU,1-3 days,250-500 GBP,0,0,1.0,4,2,7,VFF,0.0,0.011298822639602355,0.6109458061125504,0.37775537124784725
EU,1-3 days,0-250 GBP,0,1,1.0,4,2,7,VFF,0.047529704262303775,0.0,0.2884701067235002,0.664000189014196
EU,4-13 days,250-500 GBP,1,1,1.0,4,2,6,Holiday,0.031093063836471545,0.0,0.9414478968180795,0.027459039345449077
EU,1-3 days,250-500 GBP,1,1,1.0,5,2,7,Holiday,0.03516753133462787,0.0,0.9291682419970926,0.03566422666827973
Non-EU Europe,4-13 days,0-250 GBP,0,0,1.0,6,2,6,VFF,0.0,0.0,0.08456279809220986,0.9154372019077902
EU,1-3 days,0-250 GBP,1,0,1.0,5,6,5,Business or Work,0.9073245722269683,0.0,0.09267542777303175,0.0
EU,1-3 days,500-1000 GBP,1,1,1.0,6,6,5,Business or Work,0.9379054279054279,0.0,0.0620945720945721,0.0
EU,4-13 days,1000-5000 GBP,1,1,1.0,5,6,3,Business or Work,0.8555392156862744,0.0,0.1444607843137255,0.0
EU,1-3 days,0-250 GBP,0,0,1.0,2,6,4,VFF,0.0,0.0,0.07777777777777777,0.9222222222222222
EU,,0-250 GBP,0,0,1.0,7,6,6,Holiday,0.40997113997113993,0.0,0.07762626262626263,0.5124025974025973
EU,1-3 days,250-500 GBP,1,1,1.0,5,6,5,Business or Work,0.8289597853127264,0.05013335683923918,0.08735405770699889,0.033552800141035434
EU,4-13 days,500-1000 GBP,1,0,1.0,4,6,3,Business or Work,0.8874159288774834,0.0,0.11258407112251652,0.0
EU,1-3 days,250-500 GBP,1,0,1.0,6,6,4,Business or Work,0.7771305355378583,0.0,0.18713053435250232,0.03573893010963949
EU,1-3 days,0-250 GBP,0,1,1.0,2,1,6,Holiday,0.0,0.0442156862745098,0.6426318860877684,0.3131524276377218
Asia,4-13 days,1000-5000 GBP,1,1,1.0,4,1,4,Holiday,0.24332314744079447,0.0,0.7566768525592055,0.0
UK,14-27 days,0-250 GBP,1,1,1.0,6,1,5,Holiday,0.7,0.0,0.05,0.25
UK,14-27 days,1000-5000 GBP,1,1,1.0,4,1,2,VFF,0.0,0.0,0.2,0.8
EU,4-13 days,250-500 GBP,0,0,1.0,4,1,3,VFF,0.15053030303030304,0.0,0.09659090909090909,0.7528787878787879
Asia,4-13 days,0-250 GBP,0,0,1.0,4,1,4,VFF,0.305,0.0,0.0,0.6950000000000001
EU,14-27 days,1000-5000 GBP,2,0,1.0,7,1,1,VFF,0.0,0.1,0.7,0.2
EU,1-3 days,0-250 GBP,1,0,1.0,2,1,7,Holiday,0.0,0.0,0.8419233932498991,0.15807660675010088
EU,1-3 days,0-250 GBP,1,1,1.0,6,1,7,Holiday,0.16447949109713816,0.0,0.7382901956431368,0.09723031325972503
Non-EU Europe,1-3 days,250-500 GBP,1,0,1.0,6,1,7,VFF,0.0,0.1492857142857143,0.78745670995671,0.06325757575757576
EU,1-3 days,1000-5000 GBP,1,1,1.0,8,1,6,Holiday,0.0,0.0,1.0,0.0
UK,1-3 days,250-500 GBP,1,1,1.0,4,1,7,Holiday,0.0,0.25,0.35,0.4
UK,14-27 days,1000-5000 GBP,0,0,1.0,5,1,4,VFF,0.0,0.0,0.0,1.0
"Australia, NZ and Oceania",4-13 days,1000-5000 GBP,1,0,1.0,6,1,2,Holiday,0.3416666666666667,0.0,0.0,0.6583333333333333
North America,4-13 days,0-250 GBP,0,1,1.0,8,1,4,VFF,0.0,0.0,0.0,1.0
North America,1-3 days,0-250 GBP,0,0,1.0,6,1,7,VFF,0.0,0.15857142857142856,0.0,0.8414285714285713
Non-EU Europe,1-3 days,0-250 GBP,0,1,1.0,6,1,7,VFF,0.0,0.0,1.0,0.0
Asia,14-27 days,500-1000 GBP,1,0,1.0,5,1,2,Holiday,0.2875,0.0,0.7125,0.0
Non-EU Europe,1-3 days,0-250 GBP,0,1,1.0,5,1,6,VFF,0.5583333333333333,0.0,0.0,0.4416666666666666
South America,4-13 days,1000-5000 GBP,1,1,1.0,7,1,4,VFF,0.5549999999999999,0.0,0.3416666666666667,0.10333333333333335
EU,1-3 days,250-500 GBP,0,0,1.0,4,1,6,VFF,0.03191491247714408,0.006429467778844025,0.5845584658509337,0.37709715389307813
EU,,1000-5000 GBP,1,1,1.0,5,1,1,Holiday,0.05,0.0,0.8916666666666668,0.05833333333333333
Asia,14-27 days,1000-5000 GBP,1,0,1.0,6,1,7,Holiday,0.0,0.0,0.9,0.1
UK,14-27 days,0-250 GBP,0,0,1.0,6,1,5,VFF,0.0,0.0,0.13999999999999999,0.86
EU,1-3 days,500-1000 GBP,1,1,1.0,4,1,7,Business or Work,0.10049118134257454,0.0,0.8006193424459678,0.09888947621145763
Asia,4-13 days,1000-5000 GBP,1,1,1.0,5,1,3,Holiday,0.6401709401709401,0.0,0.35982905982905977,0.0
EU,14-27 days,0-250 GBP,0,0,1.0,2,1,4,VFF,0.0,0.24285714285714283,0.20357142857142857,0.5535714285714286
North America,1-3 days,0-250 GBP,0,0,1.0,6,5,4,VFF,0.021875,0.003125,0.015625,0.959375
EU,,250-500 GBP,1,1,1.0,6,5,5,Business or Work,0.9222265718644437,0.0,0.0777734281355563,0.0
Asia,14-27 days,1000-5000 GBP,1,0,1.0,6,5,6,Holiday,0.6,0.0,0.4,0.0
North America,14-27 days,500-1000 GBP,0,0,1.0,4,5,3,VFF,0.0,0.05,0.15555555555555553,0.7944444444444444
North America,4-13 days,500-1000 GBP,1,1,1.0,8,5,7,Holiday,0.0,0.0,0.475,0.525
South America,14-27 days,1000-5000 GBP,0,0,1.0,6,5,7,VFF,0.0,0.0,0.35,0.65
EU,1-3 days,500-1000 GBP,1,1,1.0,4,5,4,Business or Work,0.765122492738861,0.0,0.1584325535220676,0.07644495373907138
