Broad_Nationality_encoded,Stay_Category_encoded,Spend_Category_encoded,Flow,Age,London_or_out,accom_type,DayOfWeek,TripStartDay,Broad_Purpose_encoded,Business or Work,Education or Other,Holiday,VFF
South America,14-27 days,250-500 GBP,1.0,8,0,0,4,2.0,VFF,0.0,0.0,0.05,0.95
South America,4-13 days,250-500 GBP,1.0,7,0,0,4,5.0,VFF,0.0,0.0,0.7,0.3
Non-EU Europe,4-13 days,250-500 GBP,1.0,2,0,0,4,5.0,VFF,0.007142857142857143,0.0,0.2785714285714286,0.7142857142857143
South America,14-27 days,500-1000 GBP,1.0,8,0,0,4,3.0,VFF,0.0,0.0,0.1,0.9
Asia,4-13 days,250-500 GBP,1.0,7,1,0,4,7.0,VFF,0.0,0.0,0.0,1.0
South America,4-13 days,0-250 GBP,1.0,7,0,0,4,3.0,VFF,0.0,0.0,0.13333333333333333,0.8666666666666668
EU,14-27 days,0-250 GBP,1.0,5,0,0,4,6.0,VFF,0.0,0.0,0.06666666666666667,0.9333333333333333
EU,14-27 days,0-250 GBP,1.0,7,0,0,4,5.0,VFF,0.0,0.0,0.0,1.0
EU,14-27 days,0-250 GBP,1.0,7,0,1,4,5.0,Holiday,0.37142857142857144,0.0,0.5142857142857142,0.11428571428571428
South America,1-3 months,0-250 GBP,1.0,4,0,0,4,3.0,Holiday,0.0,0.35,0.05,0.6
South America,14-27 days,500-1000 GBP,1.0,5,1,0,4,5.0,VFF,0.0,0.0,0.3,0.7
South America,4-13 days,1000-5000 GBP,1.0,6,0,0,4,3.0,VFF,0.1,0.0,0.3,0.6
EU,4-13 days,250-500 GBP,1.0,5,1,0,4,2.0,VFF,0.0,0.0,0.3666666666666666,0.6333333333333332
South America,14-27 days,0-250 GBP,1.0,8,0,0,4,6.0,VFF,0.0,0.0,0.0,1.0
South America,1-3 days,0-250 GBP,1.0,4,0,0,4,2.0,VFF,0.2,0.05,0.17222222222222222,0.5777777777777778
EU,4-13 days,500-1000 GBP,1.0,5,0,1,4,1.0,Holiday,0.809845154845155,0.0,0.1901548451548451,0.0
EU,1-3 days,500-1000 GBP,1.0,2,0,1,4,2.0,Holiday,0.4716666666666668,0.0,0.5283333333333332,0.0
Asia,1-3 months,0-250 GBP,1.0,7,0,0,2,3.0,VFF,0.0,0.0,0.0,1.0
EU,4-13 days,500-1000 GBP,1.0,4,1,0,2,5.0,VFF,0.0,0.0,0.55,0.45
Other,14-27 days,500-1000 GBP,1.0,2,0,0,2,6.0,VFF,0.0,0.0,0.5,0.5
South America,14-27 days,0-250 GBP,1.0,8,0,0,2,7.0,VFF,0.0,0.0,0.25,0.75
EU,1-3 days,0-250 GBP,1.0,2,0,1,2,1.0,Holiday,0.0,0.0,0.9040840695252459,0.095915930474754
South America,4-13 days,0-250 GBP,1.0,6,0,0,2,6.0,VFF,0.2,0.0,0.16499999999999998,0.635
Asia,14-27 days,1000-5000 GBP,1.0,7,0,1,2,6.0,Holiday,0.03333333333333333,0.0,0.8333333333333333,0.13333333333333333
EU,1-3 days,0-250 GBP,1.0,7,1,1,2,1.0,Holiday,0.175,0.0,0.825,0.0
South America,14-27 days,0-250 GBP,1.0,8,0,0,2,4.0,VFF,0.0,0.0,0.375,0.625
North America,14-27 days,more than 5000 GBP,1.0,4,0,0,4,2.0,VFF,0.2,0.4,0.36666666666666664,0.03333333333333333
EU,1-3 months,250-500 GBP,1.0,8,0,0,4,2.0,Education and Other,0.0,0.0,0.0,1.0
South America,1-3 months,0-250 GBP,1.0,8,0,0,4,1.0,VFF,0.0,0.0,0.2,0.8
North America,1-3 months,0-250 GBP,1.0,8,0,0,4,1.0,VFF,0.0,0.0,0.1125,0.8875
"Australia, NZ and Oceania",14-27 days,1000-5000 GBP,1.0,4,0,0,4,2.0,VFF,0.0,0.0,0.1,0.9
EU,1-3 months,250-500 GBP,1.0,4,0,0,4,2.0,VFF,0.1,0.4,0.08571428571428572,0.41428571428571426
South America,14-27 days,1000-5000 GBP,1.0,4,0,0,4,6.0,VFF,0.0,0.0,0.1,0.9
Other,14-27 days,1000-5000 GBP,1.0,4,0,0,4,5.0,VFF,0.0,0.025,0.5166666666666666,0.4583333333333333
North America,4-13 days,1000-5000 GBP,1.0,7,1,1,4,5.0,Holiday,0.3130212039422566,0.0,0.6869787960577434,0.0
South America,4-13 days,0-250 GBP,1.0,4,0,0,4,6.0,VFF,0.0,0.0,0.5,0.5
"Australia, NZ and Oceania",14-27 days,1000-5000 GBP,1.0,2,0,1,4,7.0,Holiday,0.0,0.0,0.5,0.5
North America,6,0-250 GBP,1.0,2,0,0,4,4.0,Holiday,0.0,0.3,0.08,0.62
North America,14-27 days,0-250 GBP,1.0,2,0,0,4,3.0,VFF,0.0,0.0,0.7,0.3
North America,14-27 days,1000-5000 GBP,1.0,4,0,0,4,3.0,Holiday,0.0,0.06666666666666667,0.9,0.03333333333333333
North America,1-3 months,250-500 GBP,1.0,8,1,0,4,4.0,Holiday,0.0,0.0,0.0,1.0
North America,14-27 days,0-250 GBP,1.0,8,0,0,4,4.0,Holiday,0.0,0.0,0.0,1.0
South America,14-27 days,0-250 GBP,1.0,8,0,0,4,2.0,VFF,0.0,0.0,0.1,0.9
South America,1-3 days,500-1000 GBP,1.0,5,1,0,4,2.0,VFF,0.11857142857142858,0.0,0.3485714285714286,0.5328571428571428
South America,4-13 days,0-250 GBP,1.0,2,0,0,4,7.0,VFF,0.0,0.0,0.6678571428571429,0.33214285714285713
South America,14-27 days,0-250 GBP,1.0,6,0,1,4,3.0,VFF,0.4,0.0,0.3,0.3
Africa,4-13 days,250-500 GBP,1.0,4,0,1,4,3.0,Holiday,0.3833333333333333,0.125,0.2916666666666667,0.2
EU,6,0-250 GBP,1.0,4,1,1,3,3.0,Holiday,0.2857142857142857,0.0,0.4392857142857142,0.275
North America,1-3 months,1000-5000 GBP,1.0,4,0,0,3,2.0,VFF,0.0,0.1,0.27999999999999997,0.62
EU,4-13 days,0-250 GBP,1.0,6,1,0,3,6.0,VFF,0.0,0.0,0.03666666666666667,0.9633333333333335
South America,1-3 months,1000-5000 GBP,1.0,4,0,0,3,5.0,VFF,0.0,0.5,0.0,0.5
EU,1-3 days,500-1000 GBP,1.0,6,1,1,3,2.0,VFF,0.6348881673881673,0.0,0.36511183261183267,0.0
South America,1-3 months,500-1000 GBP,1.0,4,0,0,3,3.0,VFF,0.0,0.0,0.0,1.0
South America,1-3 months,250-500 GBP,1.0,2,0,0,3,6.0,VFF,0.0,0.1,0.3,0.6
South America,1-3 months,0-250 GBP,1.0,4,0,0,3,4.0,Holiday,0.1,0.05,0.25,0.6
North America,1-3 months,1000-5000 GBP,1.0,5,0,0,3,2.0,VFF,0.0,0.0,0.3,0.7
North America,14-27 days,500-1000 GBP,1.0,4,0,1,3,4.0,Holiday,0.1,0.0,0.485,0.41500000000000004
North America,1-3 months,250-500 GBP,1.0,5,0,0,3,4.0,VFF,0.0,0.0,0.10833333333333332,0.8916666666666666
North America,1-3 months,250-500 GBP,1.0,2,0,0,3,7.0,VFF,0.0,0.0,0.41666666666666663,0.5833333333333334
EU,1-3 days,0-250 GBP,1.0,6,1,1,5,4.0,Business or Work,0.7779400570190045,0.0,0.16603246169035643,0.05602748129063919
South America,1-3 months,1000-5000 GBP,1.0,2,0,0,5,4.0,VFF,0.1,0.7,0.0,0.2
Asia,1-3 months,1000-5000 GBP,1.0,7,0,0,5,3.0,VFF,0.1,0.1,0.4,0.4
EU,4-13 days,250-500 GBP,1.0,4,0,0,5,6.0,VFF,0.06220238095238095,0.0,0.1394047619047619,0.7983928571428571
South America,4-13 days,500-1000 GBP,1.0,7,1,0,5,3.0,VFF,0.15,0.0,0.31,0.54
EU,4-13 days,500-1000 GBP,1.0,2,0,1,5,2.0,Business or Work,0.0,0.0,1.0,0.0
South America,1-3 days,250-500 GBP,1.0,7,0,0,5,4.0,VFF,0.0,0.4,0.6,0.0
EU,6,0-250 GBP,1.0,2,0,0,5,5.0,VFF,0.0,0.3,0.0,0.7
Asia,4-13 days,500-1000 GBP,1.0,5,0,1,5,5.0,Business or Work,0.2,0.8,0.0,0.0
South America,14-27 days,1000-5000 GBP,1.0,4,0,1,5,3.0,Business or Work,0.0,0.0,1.0,0.0
Asia,1-3 months,0-250 GBP,1.0,4,0,0,5,4.0,VFF,0.1,0.0,0.04,0.86
EU,1-3 days,0-250 GBP,1.0,5,1,0,5,4.0,VFF,0.0,0.0,0.0,1.0
Africa,4-13 days,500-1000 GBP,1.0,5,0,1,5,1.0,Holiday,0.6980952380952381,0.0,0.1,0.2019047619047619
EU,1-3 months,500-1000 GBP,1.0,8,0,0,5,4.0,VFF,0.0,0.0,0.0,1.0
EU,1-3 days,0-250 GBP,1.0,3,1,1,5,4.0,Holiday,0.6,0.0,0.4,0.0
South America,14-27 days,0-250 GBP,1.0,4,0,0,5,4.0,VFF,0.0,0.0,0.1,0.9
South America,14-27 days,0-250 GBP,1.0,4,0,0,5,3.0,VFF,0.1,0.0,0.1,0.8
EU,1-3 months,1000-5000 GBP,1.0,5,0,0,6,3.0,VFF,1.0,0.0,0.0,0.0
South America,4-13 days,250-500 GBP,1.0,7,1,1,6,1.0,Business or Work,0.0,0.0,0.9,0.1
North America,1-3 months,500-1000 GBP,1.0,4,0,1,6,6.0,VFF,0.1,0.2,0.3,0.4
Non-EU Europe,6,0-250 GBP,1.0,5,1,0,6,6.0,VFF,0.0,0.0,0.3,0.7
EU,1-3 months,250-500 GBP,1.0,8,0,0,6,3.0,VFF,0.0,0.0,0.3,0.7
South America,1-3 months,1000-5000 GBP,1.0,8,0,0,6,4.0,VFF,0.1,0.0,0.2,0.7
EU,4-13 days,0-250 GBP,1.0,4,0,0,6,3.0,VFF,0.09437916456795174,0.0,0.05379145914472002,0.8518293762873282
North America,4-13 days,0-250 GBP,1.0,4,1,0,6,7.0,VFF,0.0,0.0,0.3,0.7
South America,1-3 days,0-250 GBP,1.0,7,1,0,6,5.0,VFF,0.2,0.0,0.2,0.6
South America,1-3 months,1000-5000 GBP,1.0,7,1,0,6,5.0,VFF,0.0,0.1,0.1,0.8
"Australia, NZ and Oceania",14-27 days,500-1000 GBP,1.0,6,1,0,6,5.0,Holiday,0.0,0.0,0.2,0.8
South America,4-13 days,500-1000 GBP,1.0,6,0,0,6,4.0,VFF,0.2,0.0,0.41666666666666663,0.38333333333333336
South America,1-3 months,1000-5000 GBP,1.0,4,0,0,6,4.0,Holiday,0.2,0.2,0.1,0.5
Not disclosed,3-6 months,1000-5000 GBP,1.0,4,0,0,6,1.0,VFF,0.2,0.3,0.5,0.0
EU,14-27 days,500-1000 GBP,1.0,4,0,0,6,5.0,VFF,0.025,0.0,0.025,0.95
Africa,3-6 months,500-1000 GBP,1.0,2,0,0,3,1.0,VFF,0.0,0.6,0.0,0.4
Other,1-3 months,1000-5000 GBP,1.0,8,1,0,3,5.0,Holiday,0.0,0.0,0.2,0.8
EU,4-13 days,500-1000 GBP,1.0,7,0,0,3,7.0,VFF,0.09224598930481284,0.0,0.35235039470333585,0.5554036159918513
South America,1-3 months,500-1000 GBP,1.0,3,0,0,3,4.0,VFF,0.0,0.3,0.3,0.4
North America,1-3 days,0-250 GBP,1.0,2,1,2,3,1.0,Holiday,0.0,0.1,0.4,0.5
South America,4-13 days,250-500 GBP,1.0,5,0,0,3,4.0,VFF,0.0,0.0,0.3,0.7
EU,1-3 days,500-1000 GBP,1.0,2,1,1,3,2.0,Holiday,0.6395238095238096,0.0,0.36047619047619045,0.0
EU,1-3 days,0-250 GBP,1.0,4,1,0,3,1.0,VFF,0.1399706373777581,0.0,0.469939861909676,0.39008950071256565
North America,1-3 days,500-1000 GBP,1.0,6,0,0,3,1.0,VFF,0.24,0.0,0.23333333333333334,0.5266666666666666
North America,4-13 days,500-1000 GBP,1.0,4,1,0,3,5.0,VFF,0.0,0.05,0.5,0.45
EU,1-3 days,0-250 GBP,1.0,6,1,1,3,1.0,Business or Work,0.23902141717931197,0.0,0.6162928153717628,0.1446857674489253
South America,3-6 months,1000-5000 GBP,1.0,7,1,0,3,1.0,VFF,0.025,0.0,0.275,0.7
South America,1-3 days,250-500 GBP,1.0,5,1,1,1,6.0,VFF,0.0,0.0,0.9,0.1
Non-EU Europe,4-13 days,250-500 GBP,1.0,4,0,0,1,5.0,VFF,0.0,0.0,0.1424526198439242,0.8575473801560758
EU,1-3 days,250-500 GBP,1.0,7,0,1,1,7.0,VFF,0.03541374565402025,0.0,0.8093148588465781,0.15527139549940167
South America,1-3 days,0-250 GBP,1.0,5,0,0,1,7.0,VFF,0.0,0.0,0.10666666666666666,0.8933333333333333
South America,1-3 days,0-250 GBP,1.0,2,1,0,1,6.0,VFF,0.0,0.0,0.40555555555555556,0.5944444444444444
EU,4-13 days,0-250 GBP,1.0,8,0,0,1,1.0,VFF,0.0,0.0,0.0,1.0
EU,1-3 days,500-1000 GBP,1.0,7,1,1,1,6.0,Holiday,0.07523401719053892,0.09012533360359447,0.7672369418021592,0.06740370740370741
EU,1-3 days,500-1000 GBP,1.0,4,1,1,1,6.0,Holiday,0.09184344261431548,0.032719809575834244,0.815403619744227,0.06003312806562332
EU,1-3 days,1000-5000 GBP,1.0,5,1,0,1,6.0,VFF,0.0,0.0,0.026666666666666665,0.9733333333333333
South America,4-13 days,250-500 GBP,1.0,8,0,0,1,5.0,VFF,0.0,0.0,0.2,0.8
EU,1-3 days,250-500 GBP,1.0,4,0,1,1,6.0,Holiday,0.1326025784746847,0.021401377572305515,0.7421836228345764,0.10381242111843343
EU,1-3 days,500-1000 GBP,1.0,5,0,1,1,7.0,Holiday,0.20113909462380059,0.0,0.7220959502959634,0.076764955080236
South America,1-3 days,0-250 GBP,1.0,4,1,0,1,6.0,Holiday,0.014285714285714285,0.0,0.45,0.5357142857142858
EU,1-3 days,250-500 GBP,1.0,4,1,0,1,6.0,VFF,0.0,0.0537205434555289,0.3475771782734478,0.5987022782710233
EU,1-3 months,1000-5000 GBP,1.0,7,0,0,1,6.0,VFF,0.0,0.0,0.1,0.9
South America,4-13 days,250-500 GBP,1.0,4,0,0,1,4.0,VFF,0.05,0.5,0.0,0.45
EU,1-3 days,0-250 GBP,1.0,4,1,1,1,6.0,Holiday,0.07769172932330827,0.0,0.7833981544771019,0.13891011619958987
EU,4-13 days,0-250 GBP,1.0,4,0,1,1,5.0,Holiday,0.10461005454813503,0.0,0.6843524251805986,0.21103752027126638
EU,6,0-250 GBP,1.0,7,1,1,1,1.0,Holiday,0.0,0.0,0.5666666666666667,0.4333333333333334
South America,4-13 days,250-500 GBP,1.0,7,0,1,1,5.0,VFF,0.03333333333333333,0.1,0.6708333333333333,0.19583333333333333
South America,4-13 days,0-250 GBP,1.0,6,0,1,1,4.0,VFF,0.7375,0.0,0.2625,0.0
EU,1-3 days,0-250 GBP,1.0,7,0,1,1,7.0,VFF,0.10522419318903158,0.029994222254658687,0.46289420764351236,0.4018873769127973
EU,1-3 days,0-250 GBP,1.0,7,0,0,1,6.0,VFF,0.014047336918542824,0.017845392329087984,0.07401069381243414,0.8940965769399349
South America,4-13 days,1000-5000 GBP,1.0,6,0,0,3,5.0,VFF,0.24166666666666664,0.1,0.4716666666666667,0.18666666666666665
South America,4-13 days,0-250 GBP,1.0,4,1,0,3,7.0,VFF,0.0,0.0,0.8,0.2
EU,14-27 days,250-500 GBP,1.0,8,0,0,3,4.0,VFF,0.0,0.0,0.0789102564102564,0.9210897435897436
South America,14-27 days,250-500 GBP,1.0,7,0,0,3,4.0,Holiday,0.0,0.0,0.0,1.0
EU,4-13 days,0-250 GBP,1.0,4,0,0,3,5.0,VFF,0.0,0.0,0.07678976853899454,0.9232102314610054
EU,4-13 days,500-1000 GBP,1.0,2,1,1,3,2.0,Holiday,0.0,0.3,0.5833333333333334,0.11666666666666667
North America,4-13 days,250-500 GBP,1.0,4,1,1,3,5.0,VFF,0.0,0.0,0.4089285714285714,0.5910714285714286
Asia,4-13 days,250-500 GBP,1.0,4,1,0,3,5.0,VFF,0.0,0.0,0.2,0.8
South America,14-27 days,500-1000 GBP,1.0,7,0,0,3,4.0,VFF,0.0,0.05,0.6928571428571428,0.2571428571428571
South America,14-27 days,250-500 GBP,1.0,4,1,0,3,6.0,VFF,0.0,0.0,0.3,0.7
EU,14-27 days,0-250 GBP,1.0,6,0,0,3,4.0,Business or Work,0.2598412698412698,0.0,0.14706349206349206,0.5930952380952381
North America,4-13 days,0-250 GBP,1.0,5,0,0,3,3.0,VFF,0.0,0.0,0.1,0.9
South America,4-13 days,500-1000 GBP,1.0,4,1,0,3,1.0,VFF,0.1,0.0,0.3,0.6
South America,4-13 days,250-500 GBP,1.0,5,0,0,3,5.0,VFF,0.0,0.0,0.1,0.9
South America,14-27 days,0-250 GBP,1.0,4,0,0,7,3.0,VFF,0.1,0.2,0.3,0.4
Non-EU Europe,1-3 days,0-250 GBP,1.0,7,1,1,7,5.0,VFF,1.0,0.0,0.0,0.0
South America,1-3 days,0-250 GBP,1.0,7,0,0,7,6.0,VFF,0.0,0.0,0.12651515151515152,0.8734848484848484
EU,1-3 days,500-1000 GBP,1.0,6,1,0,7,6.0,VFF,0.1,0.0,0.16666666666666666,0.7333333333333333
EU,14-27 days,1000-5000 GBP,1.0,4,0,0,7,1.0,VFF,0.0,0.675,0.325,0.0
EU,4-13 days,250-500 GBP,1.0,4,1,0,7,2.0,VFF,0.0,0.0,0.20750000000000002,0.7925
South America,14-27 days,500-1000 GBP,1.0,5,0,0,7,7.0,VFF,0.0,0.0,0.4,0.6
EU,4-13 days,1000-5000 GBP,1.0,7,1,1,7,3.0,VFF,0.44000000000000006,0.0,0.5599999999999999,0.0
EU,1-3 days,500-1000 GBP,1.0,4,0,0,7,6.0,VFF,0.35,0.0,0.0,0.6500000000000001
South America,14-27 days,1000-5000 GBP,1.0,6,0,0,7,5.0,VFF,0.0,0.0,0.5,0.5
Non-EU Europe,14-27 days,500-1000 GBP,1.0,7,1,0,7,1.0,VFF,0.0,0.0,0.1,0.9
South America,14-27 days,250-500 GBP,1.0,5,1,0,7,7.0,VFF,0.0,0.0,0.6,0.4
EU,1-3 days,0-250 GBP,1.0,5,1,0,7,5.0,VFF,0.0,0.0,0.5860714285714286,0.4139285714285714
South America,1-3 days,0-250 GBP,1.0,6,0,0,7,5.0,VFF,0.0125,0.0,0.2975,0.6900000000000001
"Australia, NZ and Oceania",14-27 days,500-1000 GBP,1.0,4,0,0,6,7.0,VFF,0.0,0.0,0.0,1.0
South America,14-27 days,250-500 GBP,1.0,5,0,0,6,7.0,VFF,0.06999999999999999,0.0,0.4,0.53
EU,1-3 days,0-250 GBP,1.0,3,1,0,6,4.0,VFF,0.0,0.5,0.24666666666666667,0.2533333333333333
"Australia, NZ and Oceania",14-27 days,0-250 GBP,1.0,7,1,0,6,5.0,VFF,0.0,0.0,0.3,0.7
South America,14-27 days,0-250 GBP,1.0,6,0,0,6,1.0,VFF,0.0,0.0,0.19,0.8099999999999999
Africa,1-3 months,more than 5000 GBP,1.0,4,1,0,6,1.0,Holiday,0.1,0.0,0.6,0.3
Asia,14-27 days,0-250 GBP,1.0,7,1,0,6,7.0,VFF,0.1,0.0,0.15,0.75
EU,1-3 days,500-1000 GBP,1.0,5,1,1,6,4.0,Holiday,0.6766646378024807,0.0,0.32333536219751935,0.0
EU,14-27 days,500-1000 GBP,1.0,2,0,0,6,1.0,Holiday,0.3,0.22999999999999998,0.31,0.16
Non-EU Europe,14-27 days,1000-5000 GBP,1.0,5,0,0,6,4.0,Holiday,0.1,0.2,0.3,0.4
Africa,4-13 days,500-1000 GBP,1.0,4,1,0,6,5.0,VFF,0.0,0.0,0.2,0.8
South America,14-27 days,500-1000 GBP,1.0,6,0,2,6,6.0,VFF,0.0,0.0,0.7,0.3
"Australia, NZ and Oceania",14-27 days,1000-5000 GBP,1.0,4,0,1,6,4.0,VFF,0.1,0.1,0.6,0.2
North America,14-27 days,0-250 GBP,1.0,7,0,0,6,3.0,VFF,0.0,0.0,0.1,0.9
Asia,4-13 days,1000-5000 GBP,1.0,5,1,0,6,3.0,VFF,0.76,0.0,0.02,0.22000000000000003
EU,14-27 days,250-500 GBP,1.0,4,1,0,6,7.0,Holiday,0.0,0.0,0.0,1.0
South America,14-27 days,1000-5000 GBP,1.0,4,0,0,6,1.0,VFF,0.0,0.1,0.33999999999999997,0.5599999999999999
South America,1-3 months,1000-5000 GBP,1.0,6,0,0,6,6.0,VFF,0.1,0.3,0.3,0.3
South America,14-27 days,0-250 GBP,1.0,5,1,0,6,3.0,VFF,0.0,0.1,0.2,0.7
South America,14-27 days,1000-5000 GBP,1.0,2,0,0,6,7.0,VFF,0.0,0.8833333333333332,0.0,0.11666666666666667
EU,4-13 days,500-1000 GBP,1.0,6,1,1,6,2.0,Business or Work,0.33631817838911665,0.0,0.6295720907620221,0.034109730848861285
EU,14-27 days,1000-5000 GBP,1.0,5,0,0,6,2.0,VFF,0.35,0.2,0.05,0.4
South America,1-3 months,1000-5000 GBP,1.0,4,0,0,6,6.0,VFF,0.54,0.16,0.1,0.2
EU,4-13 days,0-250 GBP,1.0,5,1,0,7,4.0,Holiday,0.2652380952380952,0.0,0.26857142857142857,0.4661904761904762
EU,4-13 days,1000-5000 GBP,1.0,5,1,1,7,4.0,Holiday,0.9280594405594407,0.0,0.07194055944055944,0.0
Non-EU Europe,4-13 days,250-500 GBP,1.0,2,1,0,7,5.0,VFF,0.0,0.1,0.04,0.86
EU,1-3 days,250-500 GBP,1.0,7,0,1,7,6.0,Education and Other,0.13655844155844157,0.0,0.6415873015873016,0.22185425685425683
"Australia, NZ and Oceania",1-3 months,1000-5000 GBP,1.0,5,0,0,7,5.0,VFF,0.0,0.0,0.1733333333333333,0.8266666666666665
Asia,3-6 months,1000-5000 GBP,1.0,8,0,0,7,2.0,VFF,0.0,0.0,0.1,0.9
EU,1-3 days,250-500 GBP,1.0,6,1,0,7,6.0,VFF,0.1,0.0,0.4166666666666667,0.4833333333333333
Africa,1-3 months,1000-5000 GBP,1.0,5,0,2,7,5.0,Business or Work,0.3,0.1,0.4,0.2
North America,4-13 days,500-1000 GBP,1.0,5,0,0,7,1.0,VFF,0.0,0.0,0.44333333333333336,0.5566666666666666
EU,1-3 days,500-1000 GBP,1.0,7,0,0,7,6.0,VFF,0.1,0.0,0.0,0.9
EU,14-27 days,1000-5000 GBP,1.0,4,0,1,7,3.0,Holiday,0.7454545454545454,0.0715151515151515,0.18303030303030304,0.0
South America,14-27 days,1000-5000 GBP,1.0,8,0,0,7,3.0,VFF,0.0,0.0,0.1,0.9
South America,14-27 days,500-1000 GBP,1.0,7,0,0,7,3.0,VFF,0.0,0.0,0.23333333333333334,0.7666666666666667
EU,14-27 days,500-1000 GBP,1.0,6,1,0,7,1.0,VFF,0.0,0.14,0.1,0.76
South America,4-13 days,250-500 GBP,1.0,5,0,0,7,5.0,VFF,0.0,0.0,0.42000000000000004,0.58
EU,4-13 days,0-250 GBP,1.0,2,0,0,7,2.0,VFF,0.0,0.5252380952380953,0.20902597402597403,0.26573593073593077
Non-EU Europe,4-13 days,250-500 GBP,1.0,6,0,0,7,7.0,VFF,0.0,0.0,0.1,0.9
EU,4-13 days,500-1000 GBP,1.0,4,0,0,7,2.0,VFF,0.0,0.30357142857142855,0.6964285714285714,0.0
EU,14-27 days,0-250 GBP,1.0,4,0,0,7,4.0,VFF,0.008225806451612904,0.0,0.015,0.9767741935483872
South America,14-27 days,1000-5000 GBP,1.0,4,0,0,7,4.0,VFF,0.2,0.2,0.125,0.475
South America,14-27 days,500-1000 GBP,1.0,5,0,0,7,1.0,VFF,0.0,0.13333333333333333,0.1,0.7666666666666667
Asia,1-3 months,1000-5000 GBP,1.0,2,1,0,7,2.0,VFF,0.0,0.9800000000000001,0.0,0.02
Non-EU Europe,1-3 months,500-1000 GBP,1.0,8,1,0,7,1.0,VFF,0.1,0.1,0.0,0.8
EU,14-27 days,500-1000 GBP,1.0,2,0,0,7,5.0,VFF,0.0,0.35,0.35,0.3
EU,1-3 days,0-250 GBP,1.0,4,0,1,7,6.0,Business or Work,0.6205435583844522,0.11020457153112961,0.1861726118364966,0.08307925824792159
South America,1-3 days,0-250 GBP,1.0,4,0,0,7,6.0,VFF,0.15,0.0,0.2966666666666667,0.5533333333333333
EU,1-3 days,0-250 GBP,1.0,7,0,0,7,5.0,VFF,0.08251405457287811,0.0,0.055191454572259525,0.8622944908548623
EU,14-27 days,0-250 GBP,1.0,8,1,0,7,6.0,VFF,0.0,0.0,0.1,0.9
South America,4-13 days,250-500 GBP,1.0,5,0,0,7,3.0,VFF,0.0,0.0,0.3,0.7
EU,6,0-250 GBP,1.0,4,0,0,7,7.0,Holiday,0.0,0.1,0.3795238095238095,0.5204761904761905
Africa,14-27 days,0-250 GBP,1.0,8,0,0,7,4.0,VFF,0.0,0.0,0.1,0.9
EU,14-27 days,1000-5000 GBP,1.0,4,0,0,7,2.0,VFF,0.1,0.8,0.1,0.0
"Australia, NZ and Oceania",3-6 months,1000-5000 GBP,1.0,8,0,1,7,5.0,VFF,0.1,0.0,0.2,0.7
North America,14-27 days,0-250 GBP,1.0,4,1,0,4,4.0,VFF,0.0,0.0,0.3,0.7
Asia,6-12 months,more than 5000 GBP,1.0,2,1,0,4,5.0,Education and Other,0.0,0.3,0.0,0.7
"Australia, NZ and Oceania",14-27 days,1000-5000 GBP,1.0,5,1,0,4,1.0,VFF,0.0,0.1,0.3,0.6
EU,4-13 days,500-1000 GBP,1.0,4,1,0,4,6.0,VFF,0.0,0.0,0.5316666666666667,0.4683333333333334
Asia,14-27 days,5,1.0,4,1,1,4,3.0,Holiday,0.3,0.0,0.7,0.0
North America,14-27 days,1000-5000 GBP,1.0,5,0,0,4,2.0,VFF,0.16666666666666666,0.1,0.4,0.3333333333333333
South America,14-27 days,500-1000 GBP,1.0,2,1,0,4,6.0,VFF,0.1,0.0,0.6,0.3
South America,14-27 days,1000-5000 GBP,1.0,4,0,0,4,6.0,VFF,0.0,0.0,0.1,0.9
North America,4-13 days,1000-5000 GBP,1.0,5,0,1,4,6.0,Holiday,0.8099999999999999,0.0,0.19,0.0
South America,14-27 days,1000-5000 GBP,1.0,5,0,0,4,4.0,VFF,0.05,0.0,0.2333333333333333,0.7166666666666666
Asia,14-27 days,1000-5000 GBP,1.0,5,0,0,4,4.0,VFF,0.0,0.0,1.0,0.0
Asia,14-27 days,1000-5000 GBP,1.0,4,1,0,4,6.0,Holiday,0.205,0.0,0.2333333333333333,0.5616666666666668
South America,14-27 days,0-250 GBP,1.0,4,0,0,4,7.0,VFF,0.0,0.0,0.5,0.4999999999999999
EU,4-13 days,250-500 GBP,1.0,4,1,0,4,1.0,VFF,0.0,0.0,0.38316738816738816,0.6168326118326118
Asia,1-3 months,0-250 GBP,1.0,4,0,0,4,7.0,Holiday,0.0,0.0,0.15,0.85
South America,1-3 months,1000-5000 GBP,1.0,4,0,0,4,4.0,VFF,0.15,0.2,0.1,0.55
EU,14-27 days,500-1000 GBP,1.0,4,1,0,4,2.0,VFF,0.2,0.0,0.4,0.4
South America,1-3 months,1000-5000 GBP,1.0,6,0,0,4,2.0,VFF,0.4,0.1,0.3,0.2
"Australia, NZ and Oceania",14-27 days,500-1000 GBP,1.0,4,0,0,4,5.0,VFF,0.0,0.0,0.1,0.9
South America,14-27 days,250-500 GBP,1.0,4,0,0,4,5.0,VFF,0.0,0.0,0.2833333333333333,0.7166666666666666
Asia,14-27 days,0-250 GBP,1.0,7,1,0,4,3.0,VFF,0.0,0.0,0.0,1.0
"Australia, NZ and Oceania",14-27 days,250-500 GBP,1.0,5,0,0,4,3.0,VFF,0.1,0.0,0.25,0.65
